Sensor remetente, Estado do Paciente, Enviado às (s), Processado às (s), Diff (s)
Sensor3,medio,219464,219638,0.174051
Sensor4,medio,219582,219639,0.0563965
Sensor2,medio,219663,219738,0.0753448
Sensor0,ruim,219843,220039,0.195288
Sensor1,ruim,219.95,220039,0.089387
Sensor0,ruim,219944,220136,0.192825
Sensor4,ruim,220081,220137,0.0554428
Sensor0,ruim,220046,220235,0.189375
Sensor0,ruim,220143,220335,0.192096
Sensor0,ruim,220241,220435,0.194014
Sensor0,ruim,220341,220536,0.194995
Sensor1,ruim,220446,220536,0.0894697
Sensor0,ruim,220441,220636,0.19568
Sensor3,medio,220459,220637,0.177698
Sensor4,medio,220567,220637,0.0693308
Sensor0,ruim,220541,220738,0.196217
Sensor2,medio,220656,220738,0.0822712
Sensor0,ruim,220642,220836,0.193848
Sensor0,ruim,220744,220935,0.191567
Sensor0,ruim,220843,221037,0.194314
Sensor1,ruim,220946,221037,0.0907803
Sensor0,ruim,220941,221136,0.195031
Sensor4,ruim,221.07,221136,0.0663123
Sensor0,ruim,221043,221235,0.191758
Sensor0,ruim,221141,221336,0.19452
Sensor0,ruim,221241,221435,0.194331
Sensor0,ruim,221342,221536,0.193731
Sensor1,ruim,221448,221536,0.0874016
Sensor0,ruim,221441,221637,0.196096
Sensor3,medio,221466,221637,0.171376
Sensor4,medio,221575,221637,0.0623409
Sensor0,ruim,221542,221736,0.194418
Sensor2,medio,221.66,221736,0.0765785
Sensor0,medio,221644,221837,0.193081
Sensor1,medio,221.95,222036,0.086046
Sensor4,medio,222077,222139,0.0615173
Sensor0,medio,222145,222335,0.190259
Sensor3,medio,222462,222637,0.174434
Sensor4,medio,222563,222637,0.0737013
Sensor2,medio,222655,222738,0.0827362
Sensor0,medio,222642,222837,0.194294
Sensor1,medio,222951,223035,0.0837799
Sensor4,medio,223068,223137,0.0694863
Sensor0,medio,223143,223336,0.192489
Sensor3,medio,223461,223639,0.177738
Sensor4,medio,223568,223639,0.071451
Sensor2,medio,223659,223737,0.0776783
Sensor0,medio,223646,223835,0.188938
Sensor1,medio,223947,224036,0.0897328
Sensor4,medio,224076,224135,0.0592415
Sensor0,medio,224142,224335,0.192695
Sensor3,medio,224.46,224638,0.178286
Sensor4,medio,224573,224639,0.0661656
Sensor2,medio,224662,224736,0.0733611
Sensor0,medio,224644,224839,0.19425
Sensor1,medio,224954,225036,0.0826244
Sensor4,medio,225074,225135,0.0615555
Sensor0,medio,225143,225338,0.195091
Sensor1,medio,225447,225535,0.0883972
Sensor3,medio,225458,225636,0.177309
Sensor4,medio,225565,225636,0.0710026
Sensor2,medio,225654,225737,0.0833259
Sensor0,medio,225642,225837,0.195473
Sensor1,medio,225951,226037,0.0860367
Sensor4,medio,226075,226136,0.0616123
Sensor0,medio,226142,226339,0.196966
Sensor1,medio,226451,226538,0.0863245
Sensor3,medio,226467,226639,0.172457
Sensor4,medio,226572,226.64,0.067549
Sensor2,medio,226664,226735,0.0711868
Sensor0,medio,226.65,226835,0.185304
Sensor1,medio,226946,227035,0.0894586
Sensor4,medio,227.07,227137,0.0668047
Sensor0,medio,227147,227336,0.189284
Sensor1,medio,227447,227537,0.0898917
Sensor3,medio,227459,227637,0.177683
Sensor4,medio,227576,227637,0.0615091
Sensor2,medio,227657,227735,0.0783545
Sensor0,medio,227645,227835,0.190454
Sensor1,medio,227948,228035,0.0872225
Sensor4,medio,228067,228135,0.0685747
Sensor2,medio,228153,228235,0.0821998
Sensor0,medio,228141,228339,0.197583
Sensor1,medio,228448,228535,0.0872816
Sensor3,medio,228465,228636,0.170574
Sensor4,medio,228569,228636,0.066609
Sensor2,medio,228654,228735,0.0811528
Sensor0,medio,228641,228835,0.19368
Sensor1,medio,228947,229035,0.0885032
Sensor4,medio,229073,229135,0.0619928
Sensor2,medio,229153,229235,0.0818125
Sensor0,medio,229141,229335,0.194445
Sensor1,medio,229.45,229535,0.0848508
Sensor3,medio,229465,229639,0.173913
Sensor4,medio,229572,229639,0.0669829
Sensor2,medio,229664,229739,0.0744966
Sensor0,medio,229646,229837,0.191068
Sensor1,medio,229947,230035,0.0882513
Sensor4,medio,230069,230136,0.0670119
Sensor2,medio,230154,230239,0.0845647
Sensor0,medio,230142,230337,0.194367
Sensor1,medio,230451,230535,0.0839892
Sensor3,medio,230466,230636,0.169599
Sensor4,medio,230567,230636,0.0690462
Sensor2,medio,230655,230738,0.0830063
Sensor0,medio,230641,230837,0.195441
Sensor1,medio,230949,231037,0.088151
Sensor4,medio,231073,231136,0.0627321
Sensor2,medio,231159,231237,0.0774794
Sensor0,medio,231144,231337,0.193227
Sensor1,medio,231447,231536,0.0894247
Sensor3,medio,231462,231638,0.176424
Sensor4,medio,231.57,231638,0.0681999
Sensor2,medio,231.66,231738,0.0775327
Sensor0,medio,231646,231835,0.189263
Sensor1,medio,231.95,232037,0.0869008
Sensor4,medio,232075,232137,0.0620547
Sensor2,medio,232158,232236,0.0780169
Sensor0,medio,232144,232339,0.194754
Sensor1,medio,232446,232535,0.0894421
Sensor3,medio,232457,232636,0.178575
Sensor4,medio,232565,232636,0.0711209
Sensor2,medio,232654,232735,0.0812434
Sensor0,medio,232642,232835,0.193544
Sensor1,medio,232946,233035,0.0894426
Sensor3,medio,232957,233136,0.178501
Sensor4,medio,233065,233136,0.0709375
Sensor2,medio,233158,233235,0.0772573
Sensor0,medio,233142,233336,0.194125
Sensor1,medio,233446,233535,0.0894705
Sensor3,medio,233457,233636,0.178429
Sensor4,medio,233565,233636,0.0705563
Sensor2,medio,233654,233735,0.0812277
Sensor0,medio,233642,233835,0.193614
Sensor1,medio,233946,234037,0.0915194
Sensor3,medio,233957,234136,0.178432
Sensor4,medio,234068,234136,0.0678909
Sensor2,medio,234155,234235,0.0802484
Sensor0,medio,234141,234335,0.193629
Sensor1,medio,234446,234535,0.0894362
Sensor3,medio,234457,234636,0.178338
Sensor4,medio,234565,234636,0.0708329
Sensor2,medio,234654,234735,0.0808425
Sensor0,medio,234641,234835,0.193616
Sensor1,medio,234946,235036,0.0902472
Sensor3,medio,234958,235138,0.180559
Sensor4,medio,235075,235138,0.0628427
Sensor2,medio,235162,235237,0.0752622
Sensor0,medio,235144,235335,0.191268
Sensor1,medio,235451,235535,0.08441
Sensor3,medio,235467,235636,0.169046
Sensor4,medio,235.57,235636,0.0661618
Sensor2,medio,235655,235735,0.0804921
Sensor0,medio,235641,235835,0.193678
Sensor1,medio,235946,236035,0.0894238
Sensor3,medio,235957,236136,0.178318
Sensor4,medio,236065,236136,0.0708247
Sensor2,medio,236154,236236,0.0823934
Sensor0,medio,236141,236339,0.198001
Sensor1,medio,236.45,236537,0.0868495
Sensor3,medio,236465,236639,0.17386
Sensor4,medio,236574,236639,0.0649905
Sensor2,medio,236659,236735,0.0765838
Sensor1,medio,236947,237036,0.0886868
Sensor3,medio,236961,237137,0.175479
Sensor4,medio,237068,237137,0.068738
Sensor2,medio,237156,237236,0.079698
Sensor0,medio,237143,237335,0.192408
Sensor1,medio,237451,237535,0.0840946
Sensor3,medio,237464,237636,0.171758
Sensor4,medio,237567,237636,0.0687455
Sensor2,medio,237654,237735,0.0814602
Sensor1,medio,237946,238035,0.0894602
Sensor3,medio,237957,238136,0.178376
Sensor4,medio,238065,238136,0.0710835
Sensor2,medio,238154,238235,0.0813876
Sensor0,medio,238141,238335,0.193627
Sensor1,medio,238446,238535,0.0895015
Sensor3,medio,238457,238638,0.180275
Sensor4,medio,238.57,238638,0.0683862
Sensor2,medio,238661,238735,0.0743761
Sensor1,medio,238945,239035,0.0895153
Sensor3,medio,238957,239136,0.17847
Sensor4,medio,239065,239136,0.070914
Sensor2,medio,239158,239238,0.080379
Sensor0,medio,239141,239335,0.193679
Sensor1,medio,239445,239535,0.0896284
Sensor3,medio,239457,239636,0.178559
Sensor4,medio,239565,239636,0.0714516
Sensor2,medio,239658,239737,0.0788601
Sensor1,medio,239947,240037,0.0901095
Sensor3,medio,239962,240139,0.177326
Sensor4,medio,240074,240139,0.0654469
Sensor2,medio,240159,240236,0.0763333
Sensor0,medio,240146,240339,0.192568
Sensor1,medio,240447,240537,0.0896895
Sensor3,medio,240.46,240636,0.176186
Sensor4,medio,240.57,240636,0.0663417
Sensor2,medio,240655,240735,0.0802133
Sensor1,medio,240946,241038,0.0914751
Sensor3,medio,240958,241138,0.179231
Sensor4,medio,241078,241138,0.0602747
Sensor2,medio,241161,241235,0.0736036
Sensor0,medio,241144,241338,0.19488
Sensor1,medio,241451,241541,0.0901705
Sensor3,medio,241466,241636,0.169842
Sensor4,medio,241.58,241636,0.0554642
Sensor2,medio,241655,241735,0.080014
Sensor1,medio,241947,242037,0.0901118
Sensor3,medio,241.96,242138,0.178717
Sensor4,medio,242074,242139,0.0644659
Sensor2,medio,242159,242239,0.0803776
Sensor0,medio,242145,242339,0.194585
Sensor1,medio,242.45,242539,0.0885063
Sensor3,medio,242466,242637,0.171583
Sensor4,medio,242577,242637,0.0603176
Sensor2,medio,242656,242739,0.0822137
Sensor1,medio,242945,243035,0.0897106
Sensor3,medio,242957,243136,0.179141
Sensor4,medio,243064,243136,0.0719441
Sensor2,medio,243158,243235,0.0768073
Sensor0,medio,243144,243335,0.19153
Sensor1,medio,243446,243535,0.0894267
Sensor3,medio,243457,243638,0.180223
Sensor4,medio,243565,243638,0.073461
Sensor2,medio,243656,243735,0.0787939
Sensor1,medio,243948,244035,0.0867071
Sensor3,medio,243.96,244137,0.176374
Sensor4,medio,244068,244137,0.068715
Sensor2,medio,244157,244235,0.0784764
Sensor0,medio,244143,244336,0.193722
Sensor1,medio,244446,244536,0.0898774
Sensor3,medio,244461,244636,0.174928
Sensor4,medio,244568,244636,0.0676099
Sensor2,medio,244655,244736,0.0807403
Sensor1,medio,244946,245035,0.0892841
Sensor3,medio,244957,245136,0.1783
Sensor4,medio,245065,245136,0.0710103
Sensor0,medio,245141,245335,0.193666
Sensor1,medio,245446,245535,0.0892749
Sensor3,medio,245458,245636,0.178164
Sensor4,medio,245565,245636,0.0710132
Sensor2,medio,245655,245735,0.080309
Sensor1,medio,245947,246035,0.087942
Sensor3,medio,245962,246136,0.173831
Sensor4,medio,246.07,246136,0.0652939
Sensor0,medio,246141,246335,0.193581
Sensor1,medio,246446,246535,0.089395
Sensor3,medio,246457,246636,0.178378
Sensor4,medio,246565,246636,0.0712493
Sensor2,medio,246655,246735,0.0803922
Sensor1,medio,246946,247035,0.0894699
Sensor3,medio,246957,247136,0.178264
Sensor4,medio,247065,247136,0.0710547
Sensor0,medio,247141,247335,0.193657
Sensor1,medio,247446,247535,0.0894341
Sensor3,medio,247457,247636,0.178244
Sensor4,medio,247565,247636,0.0708395
Sensor2,medio,247655,247735,0.0799403
Sensor1,medio,247946,248035,0.0894017
Sensor3,medio,247957,248136,0.17834
Sensor4,medio,248065,248136,0.0707602
Sensor0,medio,248142,248335,0.192688
Sensor1,medio,248446,248535,0.0892871
Sensor3,medio,248458,248636,0.178496
Sensor4,medio,248565,248636,0.0708598
Sensor2,medio,248654,248735,0.0810863
Sensor1,medio,248946,249035,0.0894562
Sensor3,medio,248957,249136,0.178704
Sensor4,medio,249068,249136,0.0684296
Sensor0,medio,249145,249337,0.192333
Sensor1,medio,249451,249535,0.084238
Sensor3,medio,249465,249636,0.170615
Sensor4,medio,249572,249636,0.0641494
Sensor2,medio,249656,249737,0.0808143
Sensor1,medio,249951,250036,0.0851975
Sensor3,medio,249965,250139,0.17442
Sensor4,medio,250075,250139,0.0638881
Sensor0,medio,250146,250335,0.189262
Sensor1,medio,250446,250535,0.088874
Sensor3,medio,250459,250637,0.178413
Sensor4,medio,250569,250637,0.068452
Sensor2,medio,250658,250736,0.0781123
Sensor1,medio,250946,251035,0.0895009
Sensor3,medio,250957,251136,0.178395
Sensor4,medio,251065,251136,0.0705946
Sensor0,medio,251141,251335,0.193728
Sensor1,medio,251446,251535,0.0894389
Sensor3,medio,251457,251636,0.178399
Sensor4,medio,251565,251636,0.0711989
Sensor2,medio,251655,251735,0.080133
Sensor1,medio,251946,252035,0.0894975
Sensor3,medio,251957,252136,0.17859
Sensor4,medio,252068,252136,0.068529
Sensor0,medio,252142,252335,0.193204
Sensor1,medio,252446,252535,0.0895087
Sensor3,medio,252457,252636,0.178536
Sensor4,medio,252569,252636,0.0666312
Sensor2,medio,252655,252735,0.0799094
Sensor1,medio,252946,253035,0.089429
Sensor3,medio,252957,253136,0.178466
Sensor4,medio,253.07,253136,0.0659143
Sensor0,medio,253144,253337,0.192644
Sensor1,medio,253449,253535,0.0855443
Sensor3,ruim,253463,253638,0.17493
Sensor4,ruim,253569,253639,0.0700423
Sensor2,medio,253656,253736,0.0797318
Sensor3,ruim,253.56,253736,0.176399
Sensor3,ruim,253665,253836,0.171404
Sensor3,ruim,253763,253937,0.173604
Sensor1,ruim,253951,254.04,0.0882432
Sensor3,ruim,253868,254.04,0.172211
Sensor3,ruim,253969,254138,0.168612
Sensor4,ruim,254078,254138,0.0604104
Sensor3,ruim,254.07,254236,0.166456
Sensor0,medio,254144,254336,0.192355
Sensor3,medio,254169,254336,0.167251
Sensor1,medio,254451,254535,0.0844268
Sensor4,medio,254568,254635,0.0665823
Sensor2,medio,254658,254735,0.0772569
Sensor3,ruim,254666,254837,0.170908
Sensor3,ruim,254762,254936,0.174415
Sensor1,ruim,254.95,255038,0.0873185
Sensor3,ruim,254867,255038,0.17097
Sensor3,medio,254968,255136,0.167793
Sensor4,medio,255069,255136,0.0673096
Sensor0,medio,255141,255335,0.193693
Sensor1,medio,255446,255535,0.0895385
Sensor3,ruim,255457,255636,0.178358
Sensor4,ruim,255565,255636,0.0709045
Sensor2,medio,255654,255736,0.0815379
Sensor3,ruim,255559,255736,0.176933
Sensor0,medio,255641,255836,0.194349
Sensor3,ruim,255661,255836,0.175423
Sensor3,ruim,255767,255936,0.169612
Sensor1,ruim,255948,256037,0.0895493
Sensor3,ruim,255861,256038,0.177399
Sensor3,ruim,255964,256.14,0.17586
Sensor4,ruim,256.08,256.14,0.0598556
Sensor3,ruim,256071,256235,0.164473
Sensor0,medio,256146,256336,0.189799
Sensor3,ruim,256164,256336,0.171526
Sensor3,ruim,256.26,256435,0.175388
Sensor3,ruim,256.36,256535,0.174973
Sensor3,ruim,256459,256636,0.176888
Sensor4,ruim,256565,256636,0.0710536
Sensor2,medio,256654,256736,0.0817071
Sensor3,ruim,256559,256736,0.176993
Sensor0,medio,256641,256836,0.194356
Sensor3,ruim,256.66,256836,0.175737
Sensor3,ruim,256765,256935,0.16958
Sensor1,ruim,256946,257036,0.0892712
Sensor3,ruim,256861,257036,0.174823
Sensor3,ruim,256959,257136,0.176445
Sensor4,ruim,257.07,257136,0.0657398
Sensor3,medio,257064,257235,0.171267
Sensor0,medio,257141,257335,0.193942
Sensor4,medio,257566,257635,0.0695257
Sensor2,medio,257653,257736,0.082554
Sensor3,ruim,257559,257736,0.176464
Sensor0,medio,257641,257836,0.194995
Sensor3,ruim,257.66,257836,0.176107
Sensor3,ruim,257762,257935,0.172988
Sensor1,ruim,257946,258036,0.0892447
Sensor3,ruim,257862,258036,0.173446
Sensor3,ruim,257959,258136,0.176342
Sensor4,ruim,258072,258136,0.0642831
Sensor3,ruim,258064,258235,0.171266
Sensor0,medio,258141,258336,0.194415
Sensor3,ruim,258.16,258336,0.176223
Sensor3,ruim,258.26,258435,0.175237
Sensor3,ruim,258361,258535,0.174325
Sensor3,ruim,258459,258636,0.176579
Sensor4,ruim,258567,258636,0.0686464
Sensor2,medio,258654,258736,0.0817491
Sensor3,ruim,258561,258736,0.175223
Sensor0,medio,258642,258836,0.194138
Sensor3,ruim,258.66,258836,0.175823
Sensor3,ruim,258.76,258935,0.174723
Sensor1,ruim,258947,259036,0.0892613
Sensor3,ruim,258863,259036,0.173021
Sensor3,ruim,258.96,259136,0.176246
Sensor4,ruim,259066,259136,0.0698615
Sensor3,ruim,259.06,259235,0.175244
Sensor0,medio,259142,259336,0.194071
Sensor3,ruim,259.16,259336,0.175608
Sensor3,ruim,259.26,259438,0.177167
Sensor3,ruim,259362,259536,0.173929
Sensor3,ruim,259468,259636,0.167624
Sensor4,ruim,259573,259636,0.0632585
Sensor2,medio,259654,259736,0.0817811
Sensor3,ruim,259565,259736,0.170762
Sensor0,medio,259642,259838,0.196656
Sensor3,ruim,259663,259839,0.176223
Sensor3,ruim,259765,259936,0.171337
Sensor1,ruim,259951,260038,0.0877495
Sensor3,ruim,259868,260039,0.170766
Sensor3,ruim,259964,260137,0.173029
Sensor4,ruim,260.08,260137,0.0571464
Sensor3,ruim,260068,260235,0.166869
Sensor0,medio,260143,260.34,0.19673
Sensor3,ruim,260168,260.34,0.172666
Sensor3,ruim,260263,260437,0.173702
Sensor3,ruim,260369,260537,0.168437
Sensor3,ruim,260469,260639,0.170085
Sensor4,ruim,260576,260.64,0.0638711
Sensor2,medio,260658,260739,0.0806519
Sensor3,ruim,260566,260739,0.173265
Sensor0,medio,260645,260838,0.193035
Sensor3,ruim,260666,260838,0.172835
Sensor3,ruim,260769,260935,0.166622
Sensor1,ruim,260947,261036,0.0883972
Sensor3,ruim,260869,261036,0.167054
Sensor3,ruim,260961,261137,0.176271
Sensor4,ruim,261072,261138,0.0653273
Sensor3,ruim,261063,261236,0.172961
Sensor0,medio,261146,261339,0.192972
Sensor3,ruim,261167,261339,0.171802
Sensor3,ruim,261263,261437,0.173721
Sensor3,ruim,261371,261535,0.164423
Sensor3,ruim,261463,261636,0.172637
Sensor4,ruim,261566,261636,0.0700999
Sensor2,bom,261656,261736,0.0798458
Sensor3,ruim,261.56,261736,0.176007
Sensor0,medio,261642,261836,0.193247
Sensor3,ruim,261662,261836,0.173622
Sensor3,ruim,261763,261935,0.172375
Sensor1,ruim,261946,262036,0.0892086
Sensor3,ruim,261.86,262036,0.175583
Sensor3,ruim,261959,262137,0.177371
Sensor3,ruim,262059,262237,0.177577
Sensor0,medio,262143,262336,0.193327
Sensor3,ruim,262162,262336,0.173883
Sensor3,ruim,262265,262437,0.172135
Sensor3,ruim,262368,262536,0.168189
Sensor3,ruim,262474,262638,0.163993
Sensor4,ruim,262575,262639,0.0643955
Sensor2,medio,262662,262738,0.0755123
Sensor3,ruim,262567,262738,0.171063
Sensor0,medio,262646,262836,0.189817
Sensor3,medio,262671,262836,0.165495
Sensor1,medio,262946,263038,0.0928054
Sensor2,medio,263157,263235,0.0778907
Sensor0,medio,263142,263336,0.19352
Sensor3,medio,263164,263336,0.172075
Sensor4,medio,263573,263637,0.0637067
Sensor2,medio,263661,263737,0.0759296
Sensor0,medio,263644,263836,0.191469
Sensor3,medio,263667,263836,0.168615
Sensor1,medio,263949,264035,0.0861466
Sensor2,medio,264157,264235,0.0786676
Sensor0,medio,264145,264341,0.195986
Sensor3,medio,264163,264341,0.177341
Sensor4,medio,264575,264.64,0.0650292
Sensor2,medio,264664,264736,0.0722852
Sensor0,medio,264647,264838,0.190186
Sensor3,medio,264672,264838,0.16547
Sensor1,medio,264951,265038,0.0871313
Sensor2,medio,265164,265236,0.0718543
Sensor0,medio,265145,265336,0.190877
Sensor3,medio,265171,265336,0.164443
Sensor1,medio,265446,265535,0.0894352
Sensor4,medio,265564,265635,0.0706674
Sensor2,medio,265653,265735,0.0817938
Sensor0,medio,265641,265836,0.195326
Sensor3,medio,265659,265837,0.17734
Sensor1,medio,265948,266035,0.087219
Sensor2,medio,266155,266237,0.0818567
Sensor0,medio,266141,266336,0.19575
Sensor3,medio,266167,266336,0.169893
Sensor1,medio,266446,266537,0.0914192
Sensor4,medio,266574,266637,0.0630248
Sensor2,medio,266657,266737,0.0799823
Sensor0,medio,266643,266839,0.196017
Sensor3,medio,266668,266839,0.171464
Sensor1,medio,266949,267038,0.0884548
Sensor2,medio,267158,267236,0.0784039
Sensor0,medio,267144,267336,0.19131
Sensor3,medio,267164,267336,0.171783
Sensor1,medio,267448,267535,0.0865943
Sensor4,medio,267564,267635,0.0707959
Sensor2,medio,267653,267735,0.0818888
Sensor0,medio,267641,267836,0.194725
Sensor3,medio,267659,267836,0.17661
Sensor1,medio,267946,268035,0.0893952
Sensor2,medio,268154,268235,0.0815885
Sensor0,medio,268142,268336,0.193591
Sensor3,medio,268162,268336,0.173997
Sensor1,medio,268448,268537,0.0890667
Sensor4,medio,268577,268639,0.061949
Sensor2,medio,268.66,268736,0.0763717
Sensor0,medio,268647,268838,0.191394
Sensor3,medio,268666,268838,0.172561
Sensor1,medio,268946,269037,0.0916517
Sensor2,medio,269152,269235,0.0836264
Sensor0,medio,269.14,269337,0.196678
Sensor3,medio,269158,269337,0.179186
Sensor1,medio,269447,269536,0.0889886
Sensor4,medio,269568,269637,0.0695037
Sensor2,medio,269.66,269735,0.0755249
Sensor0,medio,269645,269836,0.190757
Sensor3,medio,269672,269836,0.163349
Sensor1,medio,269946,270035,0.0893266
Sensor2,medio,270151,270235,0.0836034
Sensor0,medio,270.14,270336,0.195779
Sensor3,medio,270158,270336,0.178157
Sensor1,medio,270447,270535,0.0883192
Sensor4,medio,270564,270635,0.071042
Sensor2,medio,270653,270735,0.0825749
Sensor0,medio,270641,270839,0.198232
Sensor3,medio,270659,270839,0.180132
Sensor1,medio,270.95,271038,0.088252
Sensor2,medio,271161,271239,0.0786208
Sensor0,medio,271145,271341,0.195784
Sensor3,medio,271168,271341,0.173053
Sensor1,medio,271446,271537,0.0909421
Sensor4,medio,271578,271635,0.057487
Sensor2,medio,271653,271735,0.0817626
Sensor0,medio,271641,271836,0.19503
Sensor3,medio,271.66,271836,0.176117
Sensor1,medio,271946,272035,0.0894322
Sensor2,medio,272153,272235,0.0823638
Sensor0,medio,272141,272336,0.19503
Sensor3,medio,272159,272336,0.177158
Sensor1,medio,272446,272535,0.0894615
Sensor4,medio,272564,272635,0.0708022
Sensor0,medio,272642,272837,0.195624
Sensor3,medio,272.66,272837,0.177055
Sensor1,medio,272946,273035,0.0894338
Sensor2,medio,273153,273235,0.0823097
Sensor0,medio,273141,273336,0.194458
Sensor3,medio,273159,273336,0.176462
Sensor1,medio,273.45,273536,0.0851967
Sensor4,medio,273575,273636,0.0611017
Sensor2,medio,273654,273735,0.0812449
Sensor0,ruim,273643,273837,0.194477
Sensor3,medio,273.66,273838,0.177478
Sensor0,ruim,273744,273937,0.193371
Sensor0,ruim,273844,274038,0.194494
Sensor1,ruim,273952,274039,0.0871209
Sensor0,ruim,273944,274136,0.191676
Sensor0,ruim,274045,274238,0.193522
Sensor2,medio,274156,274239,0.0825598
Sensor0,ruim,274143,274339,0.196021
Sensor3,medio,274165,274339,0.174239
Sensor0,ruim,274248,274435,0.186662
Sensor0,medio,274346,274536,0.189556
Sensor1,medio,274452,274536,0.0842633
Sensor4,medio,274572,274635,0.0628909
Sensor2,medio,274658,274736,0.0784586
Sensor3,medio,274.67,274838,0.167989
Sensor0,medio,274844,275.04,0.195214
Sensor1,medio,274948,275.04,0.0917832
Sensor2,medio,275155,275236,0.080721
Sensor3,medio,275163,275336,0.173529
Sensor0,medio,275342,275536,0.193724
Sensor1,medio,275446,275536,0.090518
Sensor4,medio,275566,275635,0.0694893
Sensor2,medio,275656,275739,0.0833798
Sensor3,medio,275663,275835,0.171894
Sensor0,medio,275842,276037,0.195278
Sensor1,medio,275.95,276038,0.0878471
Sensor2,medio,276157,276237,0.0793729
Sensor3,medio,276164,276336,0.172004
Sensor0,medio,276344,276.54,0.195875
Sensor1,medio,276449,276.54,0.0911696
Sensor4,medio,276579,276636,0.0567768
Sensor2,medio,276659,276736,0.0769442
Sensor3,medio,276666,276838,0.171647
Sensor0,medio,276846,277036,0.190063
Sensor1,medio,276949,277036,0.0872042
Sensor2,medio,277159,277237,0.077901
Sensor3,medio,277168,277335,0.167456
Sensor0,medio,277341,277539,0.198177
Sensor1,medio,277446,277.54,0.0936012
Sensor4,medio,277578,277637,0.0590636
Sensor2,medio,277657,277735,0.0778361
Sensor3,medio,277667,277838,0.171429
Sensor0,medio,277844,278036,0.192361
Sensor1,medio,277953,278036,0.0833951
Sensor2,medio,278151,278235,0.0837257
Sensor3,medio,278157,278335,0.17795
Sensor0,medio,278341,278536,0.195073
Sensor1,medio,278.45,278536,0.0863624
Sensor4,medio,278573,278635,0.061968
Sensor2,medio,278657,278736,0.0793182
Sensor3,medio,278665,278837,0.172508
Sensor0,medio,278846,279036,0.19013
Sensor1,medio,278949,279036,0.0865147
Sensor2,medio,279151,279235,0.0836487
Sensor3,medio,279157,279338,0.18095
Sensor0,medio,279346,279536,0.189461
Sensor1,medio,279446,279536,0.0903673
Sensor4,medio,279575,279638,0.0632813
Sensor2,medio,279657,279735,0.0787951
Sensor3,medio,279663,279837,0.174044
Sensor0,medio,279844,280039,0.194964
Sensor1,medio,279.95,280039,0.088443
Sensor2,medio,280158,280237,0.0792561
Sensor3,medio,280164,280339,0.174517
Sensor0,medio,280345,280.54,0.194959
Sensor1,medio,280.45,280.54,0.0902822
Sensor4,medio,280577,280639,0.0616662
Sensor2,medio,280659,280737,0.078288
Sensor3,medio,280669,280839,0.169511
Sensor0,medio,280846,281039,0.193289
Sensor1,medio,280952,281039,0.0875342
Sensor2,medio,281156,281239,0.0822341
Sensor3,medio,281163,281335,0.172164
Sensor0,medio,281343,281538,0.195189
Sensor1,medio,281.45,281539,0.0888912
Sensor4,medio,281576,281637,0.0609836
Sensor2,medio,281658,281739,0.0803429
Sensor3,medio,281667,281838,0.17088
Sensor0,medio,281845,282036,0.19057
Sensor1,medio,281951,282036,0.084618
Sensor2,medio,282154,282237,0.0832662
Sensor3,medio,282.16,282335,0.175293
Sensor0,medio,282343,282538,0.194761
Sensor1,medio,282.45,282539,0.0883239
Sensor4,medio,282577,282635,0.0586145
Sensor2,medio,282658,282735,0.0777319
Sensor3,medio,282665,282835,0.169825
Sensor0,medio,282843,283036,0.192572
Sensor1,medio,282949,283036,0.0872539
Sensor2,medio,283157,283235,0.0784996
Sensor3,medio,283165,283335,0.169577
Sensor0,medio,283341,283536,0.194991
Sensor1,medio,283446,283536,0.0893774
Sensor4,medio,283573,283636,0.063434
Sensor2,medio,283656,283735,0.0790453
Sensor3,medio,283663,283835,0.171756
Sensor0,medio,283843,284036,0.19271
Sensor1,medio,283.95,284036,0.0860389
Sensor4,medio,284071,284136,0.0648376
Sensor2,medio,284159,284238,0.0786457
Sensor3,ruim,284169,284335,0.165975
Sensor3,ruim,284269,284.44,0.170968
Sensor0,medio,284342,284538,0.195577
Sensor1,medio,284456,284538,0.0814844
Sensor3,ruim,284369,284538,0.169123
Sensor3,ruim,284474,284639,0.164981
Sensor4,ruim,284.58,284639,0.059273
Sensor2,medio,284664,284737,0.0727431
Sensor3,ruim,284571,284737,0.165521
Sensor3,ruim,284673,284838,0.164336
Sensor3,ruim,284767,284936,0.168889
Sensor0,medio,284844,285039,0.19519
Sensor1,medio,284951,285.04,0.0893427
Sensor3,ruim,284868,285.04,0.172326
Sensor3,ruim,284965,285136,0.170806
Sensor4,ruim,285.08,285136,0.0555278
Sensor2,medio,285158,285238,0.0793719
Sensor3,ruim,285071,285239,0.16766
Sensor3,ruim,285167,285336,0.168876
Sensor3,ruim,285.27,285436,0.1664
Sensor0,medio,285342,285536,0.194128
Sensor1,medio,285449,285536,0.0874452
Sensor3,ruim,285.37,285537,0.167015
Sensor3,ruim,285462,285636,0.173949
Sensor4,ruim,285567,285636,0.0687178
Sensor2,medio,285657,285737,0.0797356
Sensor3,ruim,285561,285737,0.176842
Sensor3,ruim,285665,285838,0.172918
Sensor3,ruim,285769,285937,0.167688
Sensor0,medio,285845,286041,0.195973
Sensor1,medio,285954,286041,0.0867474
Sensor3,ruim,285868,286041,0.173459
Sensor3,ruim,285971,286139,0.167585
Sensor4,ruim,286082,286139,0.0579114
Sensor2,medio,286166,286236,0.069727
