Sensor remetente, Estado do Paciente, Enviado as (s), Processado as (s), Diff (s),Numero de sensores,Real-time Mode
Sensor10,bom,88.5815,88.6607,0.0791474,twenty,Real-time OFF
Sensor10,bom,89.6406,89.7374,0.096714,twenty,Real-time OFF
Sensor10,bom,90.8049,90.8814,0.0765031,twenty,Real-time OFF
Sensor10,bom,91.7565,91.8328,0.0763138,twenty,Real-time OFF
Sensor10,bom,92.6987,92.7703,0.0715385,twenty,Real-time OFF
Sensor10,medio,93.7295,93.8124,0.0828367,twenty,Real-time OFF
Sensor10,medio,94.2467,94.3322,0.085555,twenty,Real-time OFF
Sensor10,medio,94.7604,94.8426,0.0821971,twenty,Real-time OFF
Sensor10,medio,95.2773,95.3576,0.0803255,twenty,Real-time OFF
Sensor10,medio,95.7993,95.8857,0.0864047,twenty,Real-time OFF
Sensor10,medio,96.3677,96.47,0.102289,twenty,Real-time OFF
Sensor10,medio,96.9845,97.0938,0.109264,twenty,Real-time OFF
Sensor10,medio,97.5989,97.6837,0.0847934,twenty,Real-time OFF
Sensor10,medio,98.1057,98.1885,0.0828593,twenty,Real-time OFF
Sensor10,medio,98.6236,98.7119,0.0883558,twenty,Real-time OFF
Sensor10,medio,99.1313,99.2129,0.0816016,twenty,Real-time OFF
Sensor10,medio,99.6464,99731,0.0845261,twenty,Real-time OFF
Sensor10,medio,100157,100242,0.0850518,twenty,Real-time OFF
Sensor10,medio,100681,100768,0.0869261,twenty,Real-time OFF
Sensor10,ruim,101233,101329,0.0960924,twenty,Real-time OFF
Sensor10,medio,101799,101901,0.102154,twenty,Real-time OFF
Sensor10,ruim,102376,102476,0.100228,twenty,Real-time OFF
Sensor10,medio,102947,103.05,0.10236,twenty,Real-time OFF
Sensor10,ruim,103518,103613,0.0945801,twenty,Real-time OFF
Sensor10,medio,104081,104177,0.0958881,twenty,Real-time OFF
Sensor10,ruim,104677,104783,0.106429,twenty,Real-time OFF
Sensor10,medio,105311,105417,0.105478,twenty,Real-time OFF
Sensor10,ruim,105996,106111,0.114252,twenty,Real-time OFF
Sensor10,medio,106629,106731,0.101859,twenty,Real-time OFF
Sensor10,medio,107203,107292,0.0888076,twenty,Real-time OFF
Sensor10,medio,107749,107.84,0.0912065,twenty,Real-time OFF
Sensor10,medio,108301,108388,0.0875982,twenty,Real-time OFF
Sensor10,medio,108848,108941,0.0933645,twenty,Real-time OFF
Sensor10,medio,109403,109495,0.0919597,twenty,Real-time OFF
Sensor10,medio,109955,110049,0.0936891,twenty,Real-time OFF
Sensor10,medio,110509,110602,0.0926312,twenty,Real-time OFF
Sensor10,medio,111065,111212,0.14686,twenty,Real-time OFF
Sensor10,medio,111692,111.79,0.0983742,twenty,Real-time OFF
Sensor10,medio,112285,112386,0.100458,twenty,Real-time OFF
Sensor10,medio,112874,112969,0.0941341,twenty,Real-time OFF
Sensor10,medio,113492,113606,0.114223,twenty,Real-time OFF
Sensor10,ruim,114156,114282,0.126861,twenty,Real-time OFF
Sensor10,ruim,114899,115.01,0.110449,twenty,Real-time OFF
Sensor10,ruim,115502,115603,0.100488,twenty,Real-time OFF
Sensor10,medio,116103,116206,0.103544,twenty,Real-time OFF
Sensor10,medio,116701,116796,0.0954736,twenty,Real-time OFF
Sensor10,medio,117284,117388,0.103622,twenty,Real-time OFF
Sensor10,medio,117872,117973,0.101029,twenty,Real-time OFF
Sensor10,medio,118465,118567,0.102349,twenty,Real-time OFF
Sensor10,medio,119071,119179,0.107964,twenty,Real-time OFF
Sensor10,medio,119708,119823,0.115331,twenty,Real-time OFF
Sensor10,medio,120341,120446,0.105083,twenty,Real-time OFF
Sensor10,medio,121609,121722,0.11267,twenty,Real-time OFF
Sensor10,medio,122243,122356,0.112462,twenty,Real-time OFF
Sensor10,medio,122882,122.99,0.108209,twenty,Real-time OFF
Sensor10,medio,123508,123621,0.113144,twenty,Real-time OFF
Sensor10,medio,124209,124336,0.127014,twenty,Real-time OFF
Sensor10,medio,124.95,125089,0.139443,twenty,Real-time OFF
Sensor10,medio,125688,125797,0.109285,twenty,Real-time OFF
Sensor10,medio,126317,126.43,0.11381,twenty,Real-time OFF
Sensor10,medio,126.95,127062,0.112022,twenty,Real-time OFF
Sensor10,medio,127588,127703,0.114568,twenty,Real-time OFF
Sensor10,medio,128226,128336,0.109666,twenty,Real-time OFF
Sensor10,medio,128861,128977,0.115745,twenty,Real-time OFF
Sensor10,ruim,129501,129614,0.113281,twenty,Real-time OFF
Sensor10,ruim,130141,130252,0.110605,twenty,Real-time OFF
Sensor10,ruim,130793,130903,0.109421,twenty,Real-time OFF
Sensor10,ruim,131.43,131546,0.116412,twenty,Real-time OFF
Sensor10,ruim,132116,132234,0.117905,twenty,Real-time OFF
Sensor10,medio,132799,132919,0.120214,twenty,Real-time OFF
Sensor10,medio,133486,133602,0.115074,twenty,Real-time OFF
Sensor10,medio,134159,134293,0.134474,twenty,Real-time OFF
Sensor10,medio,134905,135036,0.13058,twenty,Real-time OFF
Sensor10,medio,135623,135748,0.125327,twenty,Real-time OFF
Sensor10,medio,136349,136493,0.143752,twenty,Real-time OFF
Sensor10,medio,137179,137324,0.145474,twenty,Real-time OFF
Sensor10,medio,137923,138.04,0.117082,twenty,Real-time OFF
Sensor10,medio,138602,138725,0.122718,twenty,Real-time OFF
Sensor10,medio,139287,139.41,0.123017,twenty,Real-time OFF
Sensor10,medio,139969,140085,0.116415,twenty,Real-time OFF
Sensor10,medio,140.66,140778,0.118116,twenty,Real-time OFF
Sensor10,medio,141339,141459,0.119478,twenty,Real-time OFF
Sensor10,medio,142028,142144,0.11601,twenty,Real-time OFF
Sensor10,medio,142734,142858,0.123303,twenty,Real-time OFF
Sensor10,medio,143482,143604,0.122122,twenty,Real-time OFF
Sensor10,medio,144197,144323,0.12598,twenty,Real-time OFF
Sensor10,medio,144926,145052,0.126148,twenty,Real-time OFF
Sensor10,ruim,145724,145.86,0.136432,twenty,Real-time OFF
Sensor10,ruim,146594,146733,0.138757,twenty,Real-time OFF
Sensor10,ruim,147328,147456,0.127333,twenty,Real-time OFF
Sensor10,ruim,148048,148169,0.12117,twenty,Real-time OFF
Sensor10,ruim,148767,148893,0.125461,twenty,Real-time OFF
Sensor10,ruim,149494,149.62,0.126073,twenty,Real-time OFF
Sensor10,ruim,150223,150.36,0.136641,twenty,Real-time OFF
Sensor10,ruim,150982,151117,0.135175,twenty,Real-time OFF
Sensor10,ruim,151758,151897,0.138978,twenty,Real-time OFF
Sensor10,ruim,152532,152673,0.14081,twenty,Real-time OFF
Sensor10,ruim,153324,153469,0.145533,twenty,Real-time OFF
Sensor10,ruim,154115,154257,0.142189,twenty,Real-time OFF
Sensor10,ruim,154911,155049,0.13843,twenty,Real-time OFF
Sensor10,ruim,156428,156567,0.139562,twenty,Real-time OFF
Sensor10,ruim,157947,158085,0.137468,twenty,Real-time OFF
Sensor10,ruim,159461,159592,0.130723,twenty,Real-time OFF
Sensor10,ruim,160952,161091,0.139178,twenty,Real-time OFF
Sensor10,ruim,162446,162583,0.136424,twenty,Real-time OFF
Sensor10,medio,163919,164054,0.134349,twenty,Real-time OFF
Sensor10,medio,165.39,165528,0.13802,twenty,Real-time OFF
Sensor10,medio,166863,166994,0.130923,twenty,Real-time OFF
Sensor10,medio,168327,168456,0.128376,twenty,Real-time OFF
Sensor10,medio,169796,169922,0.125333,twenty,Real-time OFF
Sensor10,medio,171286,171422,0.136044,twenty,Real-time OFF
Sensor10,medio,172788,172923,0.135161,twenty,Real-time OFF
Sensor10,medio,174325,174456,0.130989,twenty,Real-time OFF
Sensor10,medio,175836,175.97,0.133472,twenty,Real-time OFF
Sensor10,medio,177334,177463,0.129616,twenty,Real-time OFF
Sensor10,medio,178856,178991,0.134448,twenty,Real-time OFF
Sensor10,medio,180359,180494,0.134828,twenty,Real-time OFF
Sensor10,medio,181843,181983,0.139929,twenty,Real-time OFF
Sensor10,medio,183332,183466,0.134292,twenty,Real-time OFF
Sensor10,medio,184822,184959,0.136985,twenty,Real-time OFF
Sensor10,medio,186338,186482,0.143872,twenty,Real-time OFF
Sensor10,medio,187871,188012,0.140812,twenty,Real-time OFF
Sensor10,medio,189401,189.54,0.139817,twenty,Real-time OFF
Sensor10,medio,190169,190304,0.134902,twenty,Real-time OFF
Sensor10,medio,191703,191842,0.139102,twenty,Real-time OFF
Sensor10,medio,193236,193374,0.138163,twenty,Real-time OFF
Sensor10,medio,194748,194884,0.136059,twenty,Real-time OFF
Sensor10,medio,196232,196369,0.13675,twenty,Real-time OFF
Sensor10,medio,197719,197853,0.134492,twenty,Real-time OFF
Sensor10,medio,199185,199319,0.134416,twenty,Real-time OFF
Sensor10,medio,200678,200.81,0.132103,twenty,Real-time OFF
Sensor10,medio,202182,202313,0.130977,twenty,Real-time OFF
Sensor10,medio,203691,203824,0.132972,twenty,Real-time OFF
Sensor10,medio,205209,205.35,0.140458,twenty,Real-time OFF
Sensor10,medio,206737,206871,0.133719,twenty,Real-time OFF
Sensor10,medio,208.25,208381,0.131733,twenty,Real-time OFF
Sensor10,medio,209724,209856,0.131344,twenty,Real-time OFF
Sensor10,medio,211197,211.33,0.133092,twenty,Real-time OFF
Sensor10,medio,212667,212799,0.132165,twenty,Real-time OFF
Sensor10,medio,214126,214253,0.127069,twenty,Real-time OFF
Sensor10,medio,215.6,215729,0.129399,twenty,Real-time OFF
Sensor10,medio,217075,217204,0.129182,twenty,Real-time OFF
Sensor10,medio,218537,218667,0.130797,twenty,Real-time OFF
Sensor10,medio,220009,220135,0.126188,twenty,Real-time OFF
Sensor10,medio,221468,221602,0.134108,twenty,Real-time OFF
Sensor10,medio,222946,223074,0.127818,twenty,Real-time OFF
Sensor10,medio,224408,224536,0.127814,twenty,Real-time OFF
Sensor10,medio,225886,226.02,0.134353,twenty,Real-time OFF
Sensor10,medio,227366,227499,0.133341,twenty,Real-time OFF
Sensor10,medio,228837,228.97,0.132553,twenty,Real-time OFF
Sensor10,medio,230297,230428,0.13031,twenty,Real-time OFF
Sensor10,medio,231765,231896,0.1307,twenty,Real-time OFF
Sensor10,medio,233.25,233387,0.136571,twenty,Real-time OFF
Sensor10,medio,234733,234868,0.135152,twenty,Real-time OFF
Sensor10,medio,236227,236361,0.133875,twenty,Real-time OFF
Sensor10,medio,237704,237834,0.13055,twenty,Real-time OFF
Sensor10,bom,239167,239298,0.130926,twenty,Real-time OFF
Sensor10,bom,240625,240755,0.130663,twenty,Real-time OFF
Sensor10,bom,242103,242234,0.13108,twenty,Real-time OFF
Sensor10,bom,243567,243.7,0.133237,twenty,Real-time OFF
Sensor10,bom,245036,245165,0.129024,twenty,Real-time OFF
Sensor10,bom,246494,246.63,0.135259,twenty,Real-time OFF
Sensor10,bom,247972,248104,0.131784,twenty,Real-time OFF
Sensor10,medio,249436,249568,0.131492,twenty,Real-time OFF
Sensor10,medio,250177,250302,0.124925,twenty,Real-time OFF
Sensor10,medio,250911,251042,0.130521,twenty,Real-time OFF
Sensor10,medio,251638,251761,0.122278,twenty,Real-time OFF
Sensor10,medio,252379,252512,0.132668,twenty,Real-time OFF
Sensor10,medio,253116,253239,0.12341,twenty,Real-time OFF
Sensor10,medio,253.85,253982,0.131756,twenty,Real-time OFF
Sensor10,medio,254584,254711,0.126394,twenty,Real-time OFF
Sensor10,medio,255325,255455,0.129633,twenty,Real-time OFF
Sensor10,medio,256054,256177,0.123261,twenty,Real-time OFF
Sensor10,medio,256784,256921,0.137027,twenty,Real-time OFF
Sensor10,medio,257504,257626,0.121648,twenty,Real-time OFF
Sensor10,medio,258.24,258371,0.130734,twenty,Real-time OFF
Sensor10,medio,258981,259.1,0.119432,twenty,Real-time OFF
Sensor10,medio,259.71,259845,0.135212,twenty,Real-time OFF
Sensor10,ruim,260.45,260572,0.12161,twenty,Real-time OFF
Sensor10,ruim,260593,260728,0.134484,twenty,Real-time OFF
Sensor10,ruim,260748,260.87,0.121635,twenty,Real-time OFF
Sensor10,ruim,260891,261017,0.125919,twenty,Real-time OFF
Sensor10,ruim,261039,261174,0.134619,twenty,Real-time OFF
Sensor10,ruim,261196,261327,0.130543,twenty,Real-time OFF
Sensor10,ruim,261348,261.48,0.13207,twenty,Real-time OFF
Sensor10,ruim,261501,261.63,0.129398,twenty,Real-time OFF
Sensor10,ruim,261651,261778,0.127344,twenty,Real-time OFF
Sensor10,ruim,261.8,261929,0.12867,twenty,Real-time OFF
Sensor10,ruim,261.95,262.07,0.12041,twenty,Real-time OFF
Sensor10,ruim,262091,262224,0.133575,twenty,Real-time OFF
Sensor10,ruim,262245,262368,0.123178,twenty,Real-time OFF
Sensor10,ruim,262389,262518,0.129332,twenty,Real-time OFF
Sensor10,medio,262542,262678,0.136586,twenty,Real-time OFF
Sensor10,medio,263283,263411,0.128134,twenty,Real-time OFF
Sensor10,medio,264019,264154,0.135268,twenty,Real-time OFF
Sensor10,medio,264779,264906,0.126645,twenty,Real-time OFF
Sensor10,medio,265517,265649,0.132472,twenty,Real-time OFF
Sensor10,medio,266258,266391,0.132268,twenty,Real-time OFF
Sensor10,medio,266994,267131,0.136216,twenty,Real-time OFF
Sensor10,medio,267744,267876,0.132946,twenty,Real-time OFF
Sensor10,medio,268476,268611,0.135347,twenty,Real-time OFF
Sensor10,medio,269216,269343,0.126954,twenty,Real-time OFF
Sensor10,medio,269942,270074,0.132505,twenty,Real-time OFF
Sensor10,medio,270695,270826,0.130774,twenty,Real-time OFF
Sensor10,medio,271429,271561,0.131754,twenty,Real-time OFF
Sensor10,medio,272171,272299,0.127362,twenty,Real-time OFF
Sensor10,medio,272887,273023,0.135238,twenty,Real-time OFF
Sensor10,ruim,273638,273772,0.134487,twenty,Real-time OFF
Sensor10,ruim,273793,273919,0.126551,twenty,Real-time OFF
Sensor10,ruim,273.94,274066,0.126366,twenty,Real-time OFF
Sensor10,ruim,274088,274217,0.129054,twenty,Real-time OFF
Sensor10,ruim,274237,274365,0.127855,twenty,Real-time OFF
Sensor10,ruim,274386,274524,0.138032,twenty,Real-time OFF
Sensor10,ruim,274547,274686,0.139282,twenty,Real-time OFF
Sensor10,ruim,274711,274838,0.127841,twenty,Real-time OFF
Sensor10,ruim,274859,274985,0.125774,twenty,Real-time OFF
Sensor10,ruim,275006,275131,0.125037,twenty,Real-time OFF
Sensor10,ruim,275152,275288,0.135329,twenty,Real-time OFF
Sensor10,ruim,275309,275434,0.125216,twenty,Real-time OFF
Sensor10,ruim,275455,275584,0.129408,twenty,Real-time OFF
Sensor10,ruim,275605,275735,0.12977,twenty,Real-time OFF
Sensor10,ruim,275756,275883,0.127068,twenty,Real-time OFF
Sensor10,ruim,275907,276041,0.134368,twenty,Real-time OFF
Sensor10,ruim,276064,276202,0.137939,twenty,Real-time OFF
Sensor10,ruim,276226,276354,0.127947,twenty,Real-time OFF
Sensor10,ruim,276375,276.5,0.125055,twenty,Real-time OFF
Sensor10,ruim,276521,276646,0.125542,twenty,Real-time OFF
Sensor10,ruim,276667,276.8,0.132541,twenty,Real-time OFF
Sensor10,ruim,276821,276952,0.1309,twenty,Real-time OFF
Sensor10,ruim,276973,277.1,0.127232,twenty,Real-time OFF
Sensor10,medio,277121,277245,0.123868,twenty,Real-time OFF
Sensor10,medio,277.87,277991,0.12133,twenty,Real-time OFF
Sensor10,medio,278599,278722,0.123001,twenty,Real-time OFF
Sensor10,medio,279351,279473,0.121997,twenty,Real-time OFF
Sensor10,medio,280.08,280205,0.124527,twenty,Real-time OFF
Sensor10,medio,280832,280953,0.121345,twenty,Real-time OFF
Sensor10,medio,281552,281678,0.125097,twenty,Real-time OFF
Sensor10,medio,282303,282423,0.120162,twenty,Real-time OFF
Sensor10,medio,283031,283158,0.126979,twenty,Real-time OFF
Sensor10,medio,284536,284657,0.121043,twenty,Real-time OFF
Sensor10,medio,286.02,286145,0.124784,twenty,Real-time OFF
Sensor10,ruim,287559,287684,0.125885,twenty,Real-time OFF
Sensor10,medio,289046,289176,0.130447,twenty,Real-time OFF
Sensor10,medio,290535,290661,0.125991,twenty,Real-time OFF
Sensor10,medio,292006,292.13,0.124386,twenty,Real-time OFF
Sensor10,ruim,293474,293604,0.130745,twenty,Real-time OFF
Sensor10,medio,294.97,295101,0.130965,twenty,Real-time OFF
Sensor10,medio,296441,296569,0.128444,twenty,Real-time OFF
Sensor10,ruim,297926,298056,0.130053,twenty,Real-time OFF
Sensor10,medio,299.44,299571,0.131043,twenty,Real-time OFF
Sensor10,medio,300.92,301047,0.126881,twenty,Real-time OFF
Sensor10,medio,302398,302535,0.136977,twenty,Real-time OFF
Sensor10,medio,303911,304043,0.132377,twenty,Real-time OFF
Sensor10,ruim,305.4,305536,0.136269,twenty,Real-time OFF
Sensor10,ruim,306925,307.06,0.134846,twenty,Real-time OFF
Sensor10,ruim,308482,308.62,0.138272,twenty,Real-time OFF
Sensor10,ruim,310063,310201,0.138055,twenty,Real-time OFF
Sensor10,ruim,311621,311755,0.134298,twenty,Real-time OFF
Sensor10,ruim,313145,313281,0.136081,twenty,Real-time OFF
Sensor10,ruim,314669,314809,0.139713,twenty,Real-time OFF
Sensor10,ruim,316237,316373,0.13548,twenty,Real-time OFF
Sensor10,ruim,317804,317942,0.138378,twenty,Real-time OFF
Sensor10,ruim,319.41,319546,0.136194,twenty,Real-time OFF
Sensor10,ruim,321.01,321149,0.13873,twenty,Real-time OFF
Sensor10,medio,322597,322725,0.128265,twenty,Real-time OFF
Sensor10,medio,323385,323514,0.129089,twenty,Real-time OFF
Sensor10,medio,324168,324296,0.127521,twenty,Real-time OFF
Sensor10,medio,324953,325.08,0.126728,twenty,Real-time OFF
Sensor10,medio,325.72,325846,0.126043,twenty,Real-time OFF
Sensor10,medio,326492,326619,0.127167,twenty,Real-time OFF
Sensor10,medio,327233,327363,0.130508,twenty,Real-time OFF
Sensor10,medio,327988,328113,0.124811,twenty,Real-time OFF
Sensor10,medio,328735,328862,0.126982,twenty,Real-time OFF
Sensor10,medio,329485,329.61,0.125536,twenty,Real-time OFF
Sensor10,medio,330.23,330352,0.12171,twenty,Real-time OFF
Sensor10,medio,330977,331.1,0.123517,twenty,Real-time OFF
Sensor10,medio,331723,331849,0.125788,twenty,Real-time OFF
Sensor10,medio,332481,332611,0.129276,twenty,Real-time OFF
Sensor10,medio,333242,333369,0.127809,twenty,Real-time OFF
Sensor10,medio,333989,334116,0.126892,twenty,Real-time OFF
Sensor10,medio,334763,334899,0.135963,twenty,Real-time OFF
Sensor10,ruim,335555,335693,0.137896,twenty,Real-time OFF
Sensor10,ruim,336363,336499,0.136233,twenty,Real-time OFF
Sensor10,ruim,337161,337292,0.130639,twenty,Real-time OFF
Sensor10,ruim,337939,338069,0.129506,twenty,Real-time OFF
Sensor10,ruim,338729,338.86,0.13055,twenty,Real-time OFF
Sensor10,ruim,339524,339663,0.138744,twenty,Real-time OFF
Sensor10,ruim,340309,340448,0.138552,twenty,Real-time OFF
Sensor10,ruim,341107,341239,0.131784,twenty,Real-time OFF
Sensor10,ruim,341.9,342032,0.131736,twenty,Real-time OFF
Sensor10,ruim,342667,342805,0.137991,twenty,Real-time OFF
Sensor10,ruim,343435,343565,0.13054,twenty,Real-time OFF
Sensor10,ruim,344192,344326,0.134136,twenty,Real-time OFF
Sensor10,ruim,344.97,345098,0.127652,twenty,Real-time OFF
Sensor10,medio,345726,345853,0.126452,twenty,Real-time OFF
Sensor10,medio,346489,346613,0.124113,twenty,Real-time OFF
Sensor10,medio,347239,347.37,0.13161,twenty,Real-time OFF
Sensor10,medio,347999,348127,0.12788,twenty,Real-time OFF
Sensor10,medio,348746,348876,0.129499,twenty,Real-time OFF
Sensor10,medio,349506,349633,0.126944,twenty,Real-time OFF
Sensor10,medio,350254,350384,0.130051,twenty,Real-time OFF
Sensor10,medio,351011,351132,0.120492,twenty,Real-time OFF
Sensor10,medio,351747,351876,0.129036,twenty,Real-time OFF
Sensor10,medio,352498,352625,0.127594,twenty,Real-time OFF
Sensor10,medio,353246,353375,0.128473,twenty,Real-time OFF
Sensor10,medio,354,354127,0.126558,twenty,Real-time OFF
Sensor10,medio,354749,354876,0.127742,twenty,Real-time OFF
Sensor10,ruim,355.51,355648,0.137382,twenty,Real-time OFF
Sensor10,ruim,356286,356415,0.12888,twenty,Real-time OFF
Sensor10,ruim,357064,357197,0.133032,twenty,Real-time OFF
Sensor10,ruim,357829,357959,0.130141,twenty,Real-time OFF
Sensor10,ruim,358601,358734,0.132513,twenty,Real-time OFF
Sensor10,ruim,359363,359487,0.123707,twenty,Real-time OFF
Sensor10,ruim,360136,360268,0.132439,twenty,Real-time OFF
Sensor10,ruim,360889,361016,0.126947,twenty,Real-time OFF
Sensor10,ruim,361672,361799,0.126936,twenty,Real-time OFF
Sensor10,ruim,362446,362576,0.130296,twenty,Real-time OFF
Sensor10,ruim,363238,363372,0.134587,twenty,Real-time OFF
Sensor10,medio,364007,364.14,0.133263,twenty,Real-time OFF
Sensor10,medio,364789,364913,0.124524,twenty,Real-time OFF
Sensor10,medio,365538,365664,0.125916,twenty,Real-time OFF
Sensor10,medio,366297,366426,0.129199,twenty,Real-time OFF
Sensor10,medio,367059,367185,0.126243,twenty,Real-time OFF
Sensor10,medio,367829,367958,0.12907,twenty,Real-time OFF
Sensor10,medio,368.59,368718,0.127431,twenty,Real-time OFF
Sensor10,medio,369352,369479,0.126381,twenty,Real-time OFF
Sensor10,ruim,370111,370238,0.126726,twenty,Real-time OFF
Sensor10,ruim,370258,370399,0.141673,twenty,Real-time OFF
Sensor10,ruim,370423,370564,0.140826,twenty,Real-time OFF
Sensor10,ruim,370585,370724,0.138931,twenty,Real-time OFF
Sensor10,ruim,370745,370874,0.1282,twenty,Real-time OFF
Sensor10,ruim,370894,371023,0.129119,twenty,Real-time OFF
Sensor10,ruim,371045,371178,0.132902,twenty,Real-time OFF
Sensor10,ruim,371201,371335,0.134632,twenty,Real-time OFF
Sensor10,ruim,371354,371.49,0.135786,twenty,Real-time OFF
Sensor10,ruim,371.51,371637,0.126396,twenty,Real-time OFF
Sensor10,ruim,371655,371782,0.127419,twenty,Real-time OFF
Sensor10,ruim,371803,371936,0.132881,twenty,Real-time OFF
Sensor10,ruim,371959,372102,0.142666,twenty,Real-time OFF
Sensor10,ruim,372124,372261,0.136714,twenty,Real-time OFF
Sensor10,ruim,372282,372411,0.12959,twenty,Real-time OFF
Sensor10,ruim,372429,372559,0.129857,twenty,Real-time OFF
Sensor10,ruim,372579,372711,0.13125,twenty,Real-time OFF
